rank;personName;age;finalWorth;category;source;country;state;city;organization;selfMade;gender;birthDate;title;philanthropyScore
218;Zheng Shuliang & family;76.0;9400;Metals & Mining;aluminum products;China;;Binzhou;;False;F;1/1/1946;;1.0
220;Cao Renxian;53.0;9300;Energy;photovoltaic equipment;China;;Hefei;;True;M;7/24/1968;;1.0
221;Nathan Blecharczyk;38.0;9200;Technology;Airbnb;United States;California;San Francisco;;True;M;6/11/1983;;1.0
221;James Dyson;74.0;9200;Manufacturing;vacuums;United Kingdom;;Gloucestershire;;True;M;5/2/1947;;1.0
223;Ivan Glasenberg;65.0;9100;Metals & Mining;mining;Switzerland;;Ruschlikon;;True;M;1/7/1957;;1.0
223;Kim Beom-su;56.0;9100;Technology;online services;South Korea;;Seoul;Kakao;True;M;3/27/1966;Entrepreneur;1.0
223;Jay Y. Lee;53.0;9100;Diversified;Samsung;South Korea;;Seoul;Samsung Electronics Co. Ltd.;False;M;6/23/1968;Vice Chairman;1.0
223;Liu Yonghao & family;70.0;9100;Service;agribusiness;China;;Chengdu;;True;M;9/1/1951;;1.0
227;Ann Walton Kroenke;73.0;9000;Fashion & Retail;Walmart;United States;Texas;Electra;;False;F;12/18/1948;;1.0
227;Li Ping;54.0;9000;Automotive;batteries;China;;Ningde;;True;M;1/1/1968;;1.0
227;Eric Wittouck;75.0;9000;Finance & Investments;investments;Monaco;;;;False;M;10/1/1946;;1.0
230;Ian & Richard Livingstone;;8900;Real Estate;real estate;United Kingdom;;London;;True;M;;;1.0
230;Friedhelm Loh;75.0;8900;Manufacturing;manufacturing;Germany;;Haiger;;False;M;8/15/1946;;1.0
230;Xavier Niel;54.0;8900;Telecom;internet, telecom;France;;Paris;;True;M;8/25/1967;;1.0
230;Michael Otto;78.0;8900;Fashion & Retail;retail, real estate;Germany;;Hamburg;;False;M;4/12/1943;;1.0
230;Johann Rupert & family;71.0;8900;Fashion & Retail;luxury goods;South Africa;;Cape Town;;False;M;6/1/1950;;1.0
235;Hui Ka Yan;63.0;8800;Real Estate;real estate;China;;Shenzhen;;True;M;10/1/1958;;1.0
235;Pauline MacMillan Keinath;88.0;8800;Food & Beverage;Cargill;United States;Missouri;St. Louis;;False;F;1/1/1934;;1.0
235;Herbert Kohler, Jr. & family;83.0;8800;Manufacturing;plumbing fixtures;United States;Wisconsin;Kohler;Kohler Co.;False;M;2/20/1939;Executive chairman;2.0
235;Li Ge;55.0;8800;Healthcare;pharmaceutical ingredients;China;;Shanghai;;True;M;1/1/1967;;1.0
235;Kushal Pal Singh;90.0;8800;Real Estate;real estate;India;;Delhi;;False;M;8/15/1931;;1.0
235;Zong Qinghou;76.0;8800;Food & Beverage;beverages;China;;Hangzhou;Hangzhou Wahaha Group;True;M;10/1/1945;Chairman;1.0
241;Cai Kui;59.0;8700;Real Estate;real estate;China;;Chengdu;;True;M;1/1/1963;;1.0
241;Charles Ergen;69.0;8700;Media & Entertainment;satellite TV;United States;Colorado;Denver;DISH Network;True;M;3/1/1953;Founder and Chairman;1.0
241;Gao Jifan & family;57.0;8700;Energy;solar equipment;China;;Changzhou;;True;M;1/1/1965;;1.0
241;Bernard Marcus;92.0;8700;Fashion & Retail;Home Depot;United States;Georgia;Atlanta;The Home Depot;True;M;5/12/1929;Co-founder, ex chairman of the board;4.0
241;Nicky Oppenheimer & family;76.0;8700;Metals & Mining;diamonds;South Africa;;Johannesburg;;False;M;6/8/1945;;1.0
246;Bajaj brothers;;8600;Diversified;diversified;India;;Mumbai;;False;M;;;1.0
246;Ernest Garcia, II.;64.0;8600;Automotive;used cars;United States;Arizona;Tempe;;True;M;5/21/1957;;1.0
246;Paul Xiaoming Lee & family;64.0;8600;Manufacturing;packaging;China;;Yuxi;;True;M;1/1/1958;;1.0
246;George Soros;91.0;8600;Finance & Investments;hedge funds;United States;New York;Katonah;Soros Fund Management LLC;True;M;8/12/1930;Founder;5.0
246;Wang Liping & family;56.0;8600;Manufacturing;hydraulic machinery;China;;Changzhou;;True;M;2/24/1966;;1.0
251;Ernesto Bertarelli;56.0;8500;Healthcare;biotech, investments;Switzerland;;Gstaad;;False;M;9/22/1965;;1.0
251;Tamara Gustavson;60.0;8500;Service;self storage;United States;Kentucky;Lexington;;False;F;11/16/1961;;1.0
251;Carlos Alberto Sicupira & family;74.0;8500;Food & Beverage;beer;Switzerland;;St. Gallen;;True;M;1/1/1948;;1.0
254;Laurent Dassault;68.0;8400;Diversified;diversified;France;;Paris;;False;M;7/7/1953;;1.0
254;Thierry Dassault;65.0;8400;Diversified;diversified;France;;Paris;;False;M;3/26/1957;;1.0
254;Marie-Hélène Habert-Dassault;57.0;8400;Diversified;diversified;France;;Paris;;False;F;4/4/1965;;1.0
254;Liu Jincheng & family;57.0;8400;Technology;lithium batteries;China;;Huizhou;;True;M;9/22/1964;;1.0
254;Ma Jianrong & family;58.0;8400;Fashion & Retail;textiles, apparel;China;;Ningbo;;True;M;1/1/1964;;1.0
254;Steven Rales;71.0;8400;Manufacturing;manufacturing, investments;United States;California;Santa Barbara;Danaher;True;M;3/31/1951;Investor;1.0
254;Joseph Tsai;58.0;8400;Technology;e-commerce;Hong Kong;;Hong Kong;;True;M;1/19/1964;;1.0
254;Francine von Finck & family;;8400;Finance & Investments;investments;Switzerland;;Thurgau;;False;F;;;1.0
254;Anthony von Mandl;72.0;8400;Food & Beverage;alcoholic beverages;Canada;;Vancouver;;True;M;3/10/1950;;1.0
263;Carl Bennet;70.0;8300;Finance & Investments;investments;Sweden;;Gothenberg;;True;M;8/19/1951;;1.0
263;Robert Kraft;80.0;8300;Sports;New England Patriots;United States;Massachusetts;Brookline;The Kraft Group;True;M;6/5/1941;Chairman & CEO;3.0
263;Chairul Tanjung;59.0;8300;Diversified;diversified;Indonesia;;Jakarta;;True;M;6/18/1962;;1.0
263;Manuel Villar;72.0;8300;Real Estate;real estate;Philippines;;Manila;;True;M;12/13/1949;;1.0
267;Jean-Michel Besnier;54.0;8200;Food & Beverage;cheese;France;;Laval;;False;M;6/5/1967;;1.0
267;Marie Besnier Beauvalot;41.0;8200;Food & Beverage;cheese;France;;Laval;;False;F;7/30/1980;;1.0
267;Gustaf Douglas;84.0;8200;Diversified;investments;Sweden;;Stockholm;;True;M;3/3/1938;;1.0
267;Kjeld Kirk Kristiansen;74.0;8200;Manufacturing;Lego;Denmark;;Billund;;False;M;12/27/1947;;1.0
267;Sofie Kirk Kristiansen;46.0;8200;Manufacturing;Lego;Denmark;;Billund;;False;F;1/1/1976;;1.0
267;Thomas Kirk Kristiansen;43.0;8200;Manufacturing;Lego;Denmark;;Billund;;False;M;1/1/1979;;1.0
267;Stephen Ross;81.0;8200;Real Estate;real estate;United States;New York;New York;;True;M;5/10/1940;;2.0
267;Agnete Kirk Thinggaard;38.0;8200;Manufacturing;Lego;Denmark;;Billund;;False;F;5/18/1983;;1.0
275;Marc Benioff;57.0;8100;Technology;business software;United States;California;San Francisco;Salesforce.com;True;M;9/25/1964;Chairman and CEO;3.0
275;Dmitri Bukhman;36.0;8100;Media & Entertainment;online games;United Kingdom;;London;;True;M;5/27/1985;;1.0
275;Igor Bukhman;40.0;8100;Media & Entertainment;online games;United Kingdom;;London;;True;M;3/29/1982;;1.0
275;Francis Choi;74.0;8100;Real Estate;real estate;Hong Kong;;Hong Kong;;True;M;9/18/1947;;1.0
275;Murali Divi & family;71.0;8100;Healthcare;pharmaceuticals;India;;Hyderabad;;True;M;3/17/1951;;1.0
275;Nancy Walton Laurie;70.0;8100;Fashion & Retail;Walmart;United States;Nevada;Henderson;;False;F;5/15/1951;;1.0
275;Georg Schaeffler;57.0;8100;Automotive;auto parts;Germany;;Herzogenaurach;;False;M;10/19/1964;Entrepreneur;1.0
275;Yao Liangsong;57.0;8100;Manufacturing;furniture;China;;Guangzhou;;True;M;8/1/1964;;1.0
275;Zhong Huijuan;61.0;8100;Healthcare;pharmaceuticals;China;;Shanghai;;True;F;1/1/1961;;1.0
284;Stewart & Lynda Resnick;;8000;Food & Beverage;agriculture, water;United States;California;Beverly Hills;;True;;;;3.0
284;George Roberts;78.0;8000;Finance & Investments;private equity;United States;California;Atherton;;True;M;9/14/1943;;2.0
284;Michael Rubin;49.0;8000;Fashion & Retail;online retail;United States;Pennsylvania;Bryn Mawr;Kynetic;True;M;7/21/1972;Entrepreneur;1.0
284;Patrick Ryan;84.0;8000;Finance & Investments;insurance;United States;Illinois;Winnetka;Ryan Specialty Group;True;M;5/15/1937;Chairman and CEO;2.0
288;Christopher Hohn;55.0;7900;Finance & Investments;hedge funds;United Kingdom;;London;The Children's Investment Fund Management;True;M;10/27/1966;Investor;1.0
288;Marijke Mars;57.0;7900;Food & Beverage;candy, pet food;United States;California;Los Angeles;;False;F;7/28/1964;;1.0
288;Pamela Mars;61.0;7900;Food & Beverage;candy, pet food;United States;Virginia;Alexandria;;False;F;8/1/1960;;1.0
288;Valerie Mars;63.0;7900;Food & Beverage;candy, pet food;United States;New York;New York;;False;F;1/26/1959;;1.0
288;Victoria Mars;65.0;7900;Food & Beverage;candy, pet food;United States;Pennsylvania;Philadelphia;;False;F;12/15/1956;;1.0
288;Hasso Plattner & family;78.0;7900;Technology;software;Germany;;Heidelberg;;True;M;1/21/1944;;1.0
288;Georg Stumpf;49.0;7900;Diversified;real estate, construction;Austria;;Vienna;;True;M;9/14/1972;;1.0
288;Christy Walton;73.0;7900;Fashion & Retail;Walmart;United States;Wyoming;Jackson;Children's Scholarship Fund;False;F;2/8/1949;Co-Chair;1.0
296;Giorgio Armani;87.0;7800;Fashion & Retail;luxury goods;Italy;;Milan;;True;M;7/11/1934;;1.0
296;Gopikishan Damani;64.0;7800;Fashion & Retail;retail, investments;India;;Mumbai;;True;M;1/1/1958;;1.0
296;Ding Shizhong & family;51.0;7800;Fashion & Retail;sports apparel;China;;Quanzhou;;True;M;12/1/1970;;1.0
296;Jim Kennedy;74.0;7800;Media & Entertainment;media, automotive;United States;Georgia;Atlanta;Cox Enterprises;False;M;11/29/1947;Chairman ;2.0
296;German Khan;60.0;7800;Energy;oil, banking, telecom;United Kingdom;;London;;True;M;10/24/1961;;1.0
296;Liang Wengen;65.0;7800;Manufacturing;construction equipment;China;;Changsha;;True;M;12/14/1956;;1.0
296;Blair Parry-Okeden;71.0;7800;Media & Entertainment;media, automotive;Australia;;New South Wales;;False;F;5/21/1950;;1.0
296;Tsai Eng-meng;65.0;7800;Food & Beverage;food, beverages;China;;Shanghai;;False;M;1/15/1957;;1.0
304;Bajaj siblings;;7700;Automotive;two-wheelers, finance;India;;Pune;;False;;;;1.0
304;Ashwin Dani & family;79.0;7700;Manufacturing;paints;India;;Mumbai;;False;M;10/24/1942;;1.0
304;Ding Shijia;58.0;7700;Fashion & Retail;sports apparel;China;;Quanzhou;;True;M;1/1/1964;;1.0
304;Karel Komarek;53.0;7700;Gambling & Casinos;oil and gas, IT, lotteries;Switzerland;;Verbier;;True;M;3/15/1969;;1.0
304;Henry Kravis;78.0;7700;Finance & Investments;private equity;United States;New York;New York;KKR & Co.;True;M;1/6/1944;Co-Chair and Co-CEO;2.0
304;Frederik Paulsen;71.0;7700;Healthcare;health care;Switzerland;;Lausanne;;False;M;10/30/1950;;1.0
304;Safra siblings;;7700;Finance & Investments;banking;Brazil;;Sao Paulo;;False;;;;1.0
304;Nassef Sawiris;61.0;7700;Construction & Engineering;construction, investments;Egypt;;Cairo;;False;M;1/19/1961;;1.0
304;Xu Shihui;64.0;7700;Food & Beverage;snacks, beverages;China;;Quanzhou;;True;M;1/1/1958;;1.0
313;Rahel Blocher;46.0;7600;Manufacturing;chemicals;Switzerland;;Wilen bei Wollerau;;False;F;1/1/1976;;1.0
313;Shahid Khan;71.0;7600;Automotive;auto parts;United States;Florida;Naples;;True;M;7/18/1950;;1.0
313;Magdalena Martullo-Blocher;53.0;7600;Manufacturing;chemicals;Switzerland;;Feldmeilen;;False;F;1/1/1969;;1.0
316;Vincent Bolloré & family;70.0;7500;Finance & Investments;investments;France;;Paris;;False;M;4/1/1952;;1.0
316;Jeffery Hildebrand;63.0;7500;Energy;oil;United States;Texas;Houston;;True;M;3/5/1959;;2.0
316;Michael Kim;58.0;7500;Finance & Investments;private equity;South Korea;;Seoul;MBK Partners;True;M;10/1/1963;;1.0
316;Richard Kinder;77.0;7500;Energy;pipelines;United States;Texas;Houston;Kinder Morgan;True;M;10/19/1944;Chairman and CEO;3.0
316;David Shaw;71.0;7500;Finance & Investments;hedge funds;United States;New York;New York;D. E. Shaw & Co., L.P.;True;M;3/29/1951;Founder;1.0
321;John Malone;81.0;7400;Media & Entertainment;cable television;United States;Colorado;Elizabeth;;True;M;3/7/1941;;3.0
321;Vicky Safra;69.0;7400;Finance & Investments;banking;Switzerland;;Crans-Montana;;False;F;1/1/1953;;1.0
321;Tim Sweeney;51.0;7400;Media & Entertainment;video games;United States;North Carolina;Cary;;True;M;12/13/1970;;1.0
324;Mike Adenuga;68.0;7300;Diversified;telecom, oil;Nigeria;;Lagos;;True;M;4/29/1953;;1.0
324;David Green & family;80.0;7300;Fashion & Retail;retail;United States;Oklahoma;Oklahoma City;Hobby Lobby;True;M;11/13/1941;CEO;3.0
324;Paul Tudor Jones, II.;67.0;7300;Finance & Investments;hedge funds;United States;Florida;Palm Beach;Tudor Investment Corporation;True;M;9/28/1954;Founder;1.0
324;Yuri Milner;60.0;7300;Finance & Investments;tech investments;United States;California;Los Altos;DST Global;True;M;11/11/1961;Investor;1.0
324;Henry Samueli;67.0;7300;Technology;semiconductors;United States;California;Newport Beach;Broadcom;True;M;9/20/1954;Cofounder, Chief Technology Officer and Chairman;1.0
324;Patrick Soon-Shiong;69.0;7300;Healthcare;pharmaceuticals;United States;California;Los Angeles;;True;M;7/29/1952;;1.0
330;Antonia Ax:son Johnson & family;78.0;7200;Diversified;diversified;Sweden;;Stockholm;;False;F;9/6/1943;;1.0
330;Michael Kadoorie;80.0;7200;Energy;hotels, energy;Hong Kong;;Hong Kong;;False;M;7/19/1941;;1.0
330;Lin Shu-hong;93.0;7200;Manufacturing;petrochemicals;Taiwan;;Taipei;;True;M;8/1/1928;;1.0
330;Niels Peter Louis-Hansen;74.0;7200;Healthcare;medical devices;Denmark;;Humlebaek;;False;M;10/25/1947;;1.0
330;Reinhold Schmieding;67.0;7200;Healthcare;medical devices;United States;Florida;Naples;;True;M;1/3/1955;;1.0
330;Wee Cho Yaw;93.0;7200;Finance & Investments;banking;Singapore;;Singapore;;False;M;1/10/1929;;1.0
336;Silvio Berlusconi & family;85.0;7100;Diversified;media;Italy;;Milan;;True;M;9/29/1936;;1.0
336;Arthur Blank;79.0;7100;Sports;Home Depot;United States;Georgia;Atlanta;Atlanta Falcons;True;M;9/27/1942;Chairman;3.0
336;Qian Dongqi & family;64.0;7100;Manufacturing;home-cleaning robots;China;;Suzhou;;True;M;1/1/1958;;1.0
336;J. Christopher Reyes;68.0;7100;Food & Beverage;food distribution;United States;Florida;Hobe Sound;Reyes Holdings;True;M;12/29/1953;Co-Chairman;1.0
336;Jude Reyes;66.0;7100;Food & Beverage;food distribution;United States;Florida;Palm Beach;Reyes Holdings;True;M;9/16/1955;Co-Chairman;1.0
336;Nik Storonsky;37.0;7100;Finance & Investments;fintech;United Kingdom;;London;;True;M;7/21/1984;;1.0
336;Zhou Qunfei & family;52.0;7100;Technology;smartphone screens;Hong Kong;;Hong Kong;Lens Technology;True;F;;Founder and CEO;1.0
343;Deng Weiming & family;53.0;7000;Manufacturing;battery components;China;;Changsha;;True;M;9/1/1968;;1.0
343;Judy Faulkner;78.0;7000;Technology;health IT;United States;Wisconsin;Madison;Epic Systems;True;F;8/11/1943;Founder-CEO;1.0
343;Robin Li;53.0;7000;Technology;internet search;China;;Beijing;Baidu;True;M;11/17/1968;Founder and CEO;1.0
343;Carrie Perrodo & family;71.0;7000;Energy;oil;United Kingdom;;London;;False;F;1/1/1951;Philanthropist;1.0
343;David Reuben;83.0;7000;Real Estate;investments, real estate;United Kingdom;;London;;True;M;9/1/1938;;1.0
343;Simon Reuben;80.0;7000;Diversified;real estate, investments;Monaco;;Monaco;;True;M;5/1/1941;;1.0
343;Seo Jung-jin;64.0;7000;Healthcare;biotech;South Korea;;Seoul;Celltrion Inc.;True;M;10/23/1957;;1.0
350;Roman Abramovich;55.0;6900;Diversified;steel, investments;Russia;;Moscow;;True;M;10/24/1966;;1.0
350;Micky Arison;72.0;6900;Service;Carnival Cruises;United States;Florida;Bal Harbour;Carnival Corporation;False;M;6/29/1949;Chairman and CEO;1.0
350;Edythe Broad & family;86.0;6900;Diversified;homebuilding, insurance;United States;California;Los Angeles;;False;F;1/1/1936;;1.0
350;Terry Gou;71.0;6900;Technology;electronics;Taiwan;;Taipei;Hon Hai Precision;True;M;10/18/1950;CEO;1.0
350;Jiang Bin;55.0;6900;Technology;acoustic components;China;;Weifang;;True;M;9/16/1966;;1.0
350;Vinod Khosla;67.0;6900;Technology;venture capital;United States;California;Portola Valley;Khosla Ventures;True;M;1/28/1955;Investor;2.0
350;Ralph Lauren;82.0;6900;Fashion & Retail;apparel;United States;New York;New York;Ralph Lauren;True;M;10/14/1939;Chairman ;1.0
350;Douglas Leone;64.0;6900;Finance & Investments;venture capital;United States;California;Atherton;Sequoia;True;M;7/4/1957;Partner;2.0
350;Lucia Maggi & family;89.0;6900;Diversified;agribusiness;Brazil;;Rondonopolis;;True;F;7/20/1932;Philanthropist;1.0
350;Horst Julius Pudwill;77.0;6900;Manufacturing;manufacturing;Hong Kong;;Hong Kong;;True;M;10/23/1944;Entrepreneur;1.0
350;Abdulsamad Rabiu;61.0;6900;Diversified;cement, sugar;Nigeria;;Lagos;;False;M;8/4/1960;;1.0
350;Harry Stine;80.0;6900;Food & Beverage;agriculture;United States;Iowa;Adel;;True;M;11/30/1941;Entrepreneur;1.0
350;Dennis Washington;87.0;6900;Logistics;construction, mining;United States;Montana;Missoula;;True;M;7/27/1934;;3.0
363;Hasmukh Chudgar & family;88.0;6800;Healthcare;pharmaceuticals;India;;Ahmedabad;;True;M;9/19/1933;;1.0
363;Stanley Druckenmiller;68.0;6800;Finance & Investments;hedge funds;United States;New York;New York;Duquesne Family Office;True;M;6/14/1953;Founder;3.0
363;Jonathan Gray;52.0;6800;Finance & Investments;investments;United States;New York;New York;;True;M;2/4/1970;;2.0
363;Kwon Hyuk-bin;48.0;6800;Technology;online games;South Korea;;Seoul;Smilegate Holdings;True;M;1/1/1974;;1.0
363;Frank Lowy;91.0;6800;Real Estate;shopping malls;Israel;;Tel Aviv;;True;M;10/22/1930;;1.0
363;Ronda Stryker;67.0;6800;Healthcare;medical equipment;United States;Michigan;Portage;;False;F;5/1/1954;;2.0
369;Alejandro Bailleres Gual & siblings;61.0;6700;Diversified;mining;Mexico;;;;False;;1/1/1961;;1.0
369;Benu Gopal Bangur;90.0;6700;Manufacturing;cement;India;;Kolkata;;False;M;6/1/1931;;1.0
369;James Goodnight;79.0;6700;Technology;software;United States;North Carolina;Cary;SAS Institute;True;M;1/6/1943;CEO;1.0
369;Alain Merieux & family;84.0;6700;Healthcare;pharmaceuticals;France;;Lyon;;False;M;1/1/1938;;1.0
369;Enrique Razon Jr.;62.0;6700;Logistics;ports;Philippines;;Manila;;False;M;3/3/1960;;1.0
369;Robert F. Smith;59.0;6700;Finance & Investments;private equity;United States;Texas;Austin;;True;M;12/1/1962;Investor;2.0
375;Brian Armstrong;39.0;6600;Finance & Investments;cryptocurrency;United States;California;San Francisco;;True;M;1/25/1983;;1.0
375;Dannine Avara;58.0;6600;Energy;pipelines;United States;Texas;Houston;;False;F;3/9/1964;;1.0
375;Patrick Drahi;58.0;6600;Telecom;telecom;Switzerland;;Zermatt;;True;M;8/20/1963;;1.0
375;Scott Duncan;39.0;6600;Energy;pipelines;United States;Texas;Houston;;False;M;11/1/1982;;1.0
375;Milane Frantz;52.0;6600;Energy;pipelines;United States;Texas;Houston;;False;F;8/12/1969;;1.0
375;Andreas Halvorsen;60.0;6600;Finance & Investments;hedge funds;United States;Connecticut;Darien;Viking Global Investors;True;M;4/23/1961;Investor;1.0
375;Law Kar Po;73.0;6600;Real Estate;real estate;Hong Kong;;Hong Kong;;False;M;8/2/1948;;1.0
375;Nicolas Puech;79.0;6600;Fashion & Retail;Hermes;Switzerland;;Martigny;;False;M;1/29/1943;;1.0
375;Viktor Rashnikov;73.0;6600;Manufacturing;steel;Russia;;Magnitogorsk;;True;M;10/13/1948;;1.0
375;Dmitry Rybolovlev;55.0;6600;Manufacturing;fertilizer;Monaco;;Monaco;;True;M;11/22/1966;;1.0
375;Randa Duncan Williams;60.0;6600;Energy;pipelines;United States;Texas;Houston;Enterprise GP Holdings;False;F;8/28/1961;Non-Executive Chairman of the Board;1.0
386;Chen Jianhua;51.0;6500;Manufacturing;chemicals;China;;Wujiang;;True;M;1/1/1971;;1.0
386;John Grayken;65.0;6500;Finance & Investments;private equity;United Kingdom;;London;;True;M;6/1/1956;Investor;1.0
386;Ray Lee Hunt;78.0;6500;Energy;oil, real estate;United States;Texas;Dallas;;False;M;4/6/1943;;2.0
386;Philippe Laffont;54.0;6500;Finance & Investments;hedge fund;United States;New York;New York;Coatue Management;True;M;9/16/1967;Founder;1.0
386;Henry Nicholas, III.;62.0;6500;Technology;semiconductors;United States;California;Newport Coast;Broadcom;True;M;10/8/1959;Cofounder;1.0
386;Axel Oberwelland & siblings;55.0;6500;Food & Beverage;candy;Germany;;Berlin;;False;M;1/1/1967;;1.0
386;Cliff Obrecht;36.0;6500;Technology;software;Australia;;Sydney;;True;M;12/28/1985;;1.0
386;John Overdeck;52.0;6500;Finance & Investments;hedge funds;United States;New Jersey;Millburn;Two Sigma;True;M;12/21/1969;Investor;2.0
386;Melanie Perkins;34.0;6500;Technology;software;Australia;;Sydney;Canva;True;F;5/13/1987;Entrepreneur;1.0
386;Ruan Hongliang & family;61.0;6500;Manufacturing;glass;China;;Jiaxing;;True;M;1/1/1961;;1.0
386;David Siegel;60.0;6500;Finance & Investments;hedge funds;United States;New York;Scarsdale;Two Sigma;True;M;7/15/1961;Investor;1.0
386;David Velez;40.0;6500;Finance & Investments;fintech;Brazil;;Sao Paulo;;True;M;10/2/1981;;1.0
398;Juergen Blickle;75.0;6400;Manufacturing;auto parts;Germany;;Bruchsal;;False;M;1/1/1947;;1.0
